Package,LibPath,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,MD5sum,NeedsCompilation,Built
rstantools,C:/Users/pech/Documents/R/win-library/3.6,2.0.0,NA,NA,"stats, utils, Rcpp (>= 0.12.16), desc",NA,"rstan (>= 2.17.2), usethis (>= 1.5.1), testthat (>= 2.0.0),
knitr, pkgbuild, pkgload, roxygen2 (>= 6.0.1), rmarkdown,
rstudioapi",NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.1
rstudioapi,C:/Users/pech/Documents/R/win-library/3.6,0.10,NA,NA,NA,NA,"testthat, knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
Rttf2pt1,C:/Users/pech/Documents/R/win-library/3.6,1.3.7,NA,R (>= 2.15),NA,NA,NA,NA,file LICENSE,yes,NA,NA,NA,yes,3.6.0
rtweet,C:/Users/pech/Documents/R/win-library/3.6,0.6.9,NA,R (>= 3.1.0),"httr (>= 1.3.0), jsonlite (>= 0.9.22), magrittr (>= 1.5.0),
tibble (>= 1.3.4), utils, progress, Rcpp, httpuv",Rcpp,"ggplot2, knitr, magick, openssl, readr, rmarkdown, testthat
(>= 2.1.0), webshot, covr, igraph",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
rversions,C:/Users/pech/Documents/R/win-library/3.6,2.0.0,NA,NA,"curl, xml2 (>= 1.0.0), utils",NA,"mockery, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
rvest,C:/Users/pech/Documents/R/win-library/3.6,0.3.4,NA,"R (>= 3.2), xml2","httr (>= 0.5), magrittr, selectr",NA,"covr, knitr, png, rmarkdown, spelling, stringi (>= 0.3.1),
testthat",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
rvg,C:/Users/pech/Documents/R/win-library/3.6,0.2.1,NA,R (>= 3.0),"grDevices, Rcpp (>= 0.12.12), officer (>= 0.3.5), gdtools (>=
0.1.6), xml2 (>= 1.0.0), rlang","Rcpp, gdtools","htmltools, testthat, covr, grid",NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
sandwich,C:/Users/pech/Documents/R/win-library/3.6,2.5-1,NA,R (>= 2.10.0),"stats, utils, zoo",NA,"AER, car, geepack, lattice, lmtest, MASS, multiwayvcov,
parallel, pcse, plm, pscl, scatterplot3d, stats4, strucchange,
survival",NA,GPL-2 | GPL-3,NA,NA,NA,NA,no,3.6.1
sass,C:/Users/pech/Documents/R/win-library/3.6,0.1.2.1,NA,NA,digest,NA,"testthat, knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
satellite,C:/Users/pech/Documents/R/win-library/3.6,1.0.1,NA,"R (>= 2.10), raster, methods, utils, stats, grDevices,
graphics","plyr, Rcpp (>= 0.10.3), tools, stats4",Rcpp,"devtools, knitr, rgdal, testthat, rmarkdown",NA,GPL (>= 3) | file LICENSE,NA,NA,NA,NA,yes,3.6.1
scales,C:/Users/pech/Documents/R/win-library/3.6,1.1.0,NA,R (>= 3.2),"farver (>= 2.0.0), labeling, munsell (>= 0.5), R6,
RColorBrewer, viridisLite, lifecycle",NA,"bit64, covr, dichromat, hms, testthat (>= 2.1.0), ggplot2",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
scatterplot3d,C:/Users/pech/Documents/R/win-library/3.6,0.3-41,NA,R (>= 2.7.0),"grDevices, graphics, stats",NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.0
scico,C:/Users/pech/Documents/R/win-library/3.6,1.1.0,NA,R (>= 2.10),grDevices,NA,"ggplot2, testthat, dplyr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
SDMTools,C:/Users/pech/Documents/R/win-library/3.6,1.1-221.2,NA,NA,R.utils,NA,"adehabitat, raster, sp",NA,GPL (>= 3),NA,NA,NA,NA,yes,3.6.1
selectr,C:/Users/pech/Documents/R/win-library/3.6,0.4-1,NA,R (>= 3.0),"methods, stringr, R6",NA,"testthat, XML, xml2",NA,BSD_3_clause + file LICENCE,NA,NA,NA,NA,no,3.6.1
seriation,C:/Users/pech/Documents/R/win-library/3.6,1.2-8,NA,R (>= 2.14.0),"TSP, qap, grid, cluster, gclus, dendextend, colorspace, MASS,
gplots, registry, methods, stats, grDevices",NA,"biclust, testthat, DendSer, GA",NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
servr,C:/Users/pech/Documents/R/win-library/3.6,0.15,NA,R (>= 3.0.0),"mime (>= 0.2), httpuv (>= 1.4.0), xfun, jsonlite",NA,"tools, later, rstudioapi, knitr (>= 1.9), rmarkdown",NA,GPL,NA,NA,NA,NA,no,3.6.1
sessioninfo,C:/Users/pech/Documents/R/win-library/3.6,1.1.1,NA,NA,"cli, tools, utils, withr",NA,"callr, covr, mockery, testthat",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
sf,C:/Users/pech/Documents/R/win-library/3.6,0.8-0,NA,"methods, R (>= 3.3.0)","classInt (>= 0.4-1), DBI (>= 0.8), graphics, grDevices, grid,
magrittr, Rcpp (>= 0.12.18), stats, tools, units (>= 0.6-0),
utils",Rcpp,"blob, covr, dplyr (>= 0.8-3), ggplot2, knitr, lwgeom (>=
0.1-5), maps, maptools, mapview, microbenchmark, odbc, pillar,
pool, raster, rgdal, rgeos, rlang, rmarkdown, RPostgres (>=
1.1.0), RPostgreSQL, RSQLite, sp (>= 1.2-4), spatstat, stars
(>= 0.2-0), testthat, tibble (>= 1.4.1), tidyr (>= 1.0-0), tmap
(>= 2.0), vctrs",NA,GPL-2 | MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
sfsmisc,C:/Users/pech/Documents/R/win-library/3.6,1.1-4,NA,R (>= 3.2.0),"grDevices, methods, utils, stats",NA,"datasets, tcltk, cluster, lattice, MASS, Matrix, nlme, lokern","mgcv, rpart, nor1mix, polycor, sm, tikzDevice",GPL (>= 2),NA,NA,NA,NA,no,3.6.1
shades,C:/Users/pech/Documents/R/win-library/3.6,1.4.0,NA,NA,NA,NA,"testthat, covr, ggplot2",colorspace,BSD_3_clause + file LICENCE,NA,NA,NA,NA,no,3.6.1
shape,C:/Users/pech/Documents/R/win-library/3.6,1.4.4,NA,R (>= 2.01),"stats, graphics, grDevices",NA,NA,NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.0
shapefiles,C:/Users/pech/Documents/R/win-library/3.6,0.7,NA,"R (>= 1.6.0), foreign",NA,NA,NA,NA,GPL,NA,NA,NA,NA,NA,3.6.1
shiny,C:/Users/pech/Documents/R/win-library/3.6,1.4.0,NA,"R (>= 3.0.2), methods","utils, grDevices, httpuv (>= 1.5.2), mime (>= 0.3), jsonlite
(>= 0.9.16), xtable, digest, htmltools (>= 0.4.0), R6 (>= 2.0),
sourcetools, later (>= 1.0.0), promises (>= 1.1.0), tools,
crayon, rlang (>= 0.4.0), fastmap (>= 1.0.0)",NA,"datasets, Cairo (>= 1.5-5), testthat (>= 2.1.1), knitr (>=
1.6), markdown, rmarkdown, ggplot2, reactlog (>= 1.0.0),
magrittr, yaml",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,no,3.6.1
shinyAce,C:/Users/pech/Documents/R/win-library/3.6,0.4.1,NA,R (>= 3.3.0),"shiny (>= 1.0.5), jsonlite, utils, tools",NA,"testthat (>= 2.0.0), dplyr (>= 0.8.3)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
shinyBS,C:/Users/pech/Documents/R/win-library/3.6,0.61,NA,NA,"shiny (>= 0.11), htmltools",NA,NA,NA,GPL-3,NA,NA,NA,NA,no,3.6.1
shinydashboard,C:/Users/pech/Documents/R/win-library/3.6,0.7.1,NA,R (>= 3.0),"utils, shiny (>= 1.0.0), htmltools (>= 0.2.6), promises",NA,NA,NA,GPL (>= 2) | file LICENSE,NA,NA,NA,NA,no,3.6.1
shinyjs,C:/Users/pech/Documents/R/win-library/3.6,1.0,NA,R (>= 3.1.0),"digest (>= 0.6.8), htmltools (>= 0.2.9), jsonlite, shiny (>=
1.0.0)",NA,"knitr (>= 1.7), rmarkdown, shinyAce, testthat (>= 0.9.1), V8
(>= 0.6)",NA,AGPL-3,NA,NA,NA,NA,no,3.6.1
shinystan,C:/Users/pech/Documents/R/win-library/3.6,2.5.0,NA,"R (>= 3.1.0), shiny (>= 1.0.3)","bayesplot (>= 1.5.0), colourpicker, DT (>= 0.2), dygraphs (>=
1.1.1.2), ggplot2 (>= 2.1.1), gridExtra, gtools, markdown (>=
0.7.4), methods, reshape2, rsconnect (>= 0.4.2), rstan (>=
2.17.1), stats, shinyjs (>= 0.6.0), shinythemes (>= 1.0.1),
threejs (>= 0.2.1), utils, xtable, xts (>= 0.9-7)",NA,"coda, knitr (>= 1.9), rmarkdown (>= 0.8.1), rstanarm (>=
2.17.4), testthat",NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.1
shinythemes,C:/Users/pech/Documents/R/win-library/3.6,1.1.2,NA,R (>= 3.0.0),shiny (>= 0.11),NA,NA,NA,GPL-3 | file LICENSE,NA,NA,NA,NA,no,3.6.1
showtext,C:/Users/pech/Documents/R/win-library/3.6,0.7,NA,"sysfonts (>= 0.7.1), showtextdb (>= 2.0)",grDevices,NA,"knitr, rmarkdown, prettydoc, curl, jsonlite",NA,Apache License (>= 2.0),NA,NA,NA,NA,yes,3.6.1
showtextdb,C:/Users/pech/Documents/R/win-library/3.6,2.0,NA,NA,"sysfonts (>= 0.7.1), utils",NA,curl,NA,Apache License (>= 2.0),NA,NA,NA,NA,no,3.6.1
sigmoid,C:/Users/pech/Documents/R/win-library/3.6,0.3.0,NA,R (>= 3.2.2),NA,NA,"covr, knitr, rmarkdown, ggplot2, testthat",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
sjlabelled,C:/Users/pech/Documents/R/win-library/3.6,1.1.1,NA,R (>= 3.2),"haven (>= 1.1.2), insight (>= 0.4.1), magrittr, purrr, rlang,
stats, tidyselect, tools, utils",NA,"dplyr, sjmisc, sjPlot, knitr, rmarkdown, snakecase, testthat",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
sjmisc,C:/Users/pech/Documents/R/win-library/3.6,2.8.2,NA,R (>= 3.2),"dplyr (>= 0.8.0), insight (>= 0.5.0), magrittr, methods,
purrr, rlang, sjlabelled (>= 1.1.1), stats, tidyselect (>=
0.2.5), utils",NA,"ggplot2, graphics, haven (>= 1.1.2), mice, sjPlot, sjstats,
knitr, rmarkdown, stringdist, testthat, tidyr",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
sjPlot,C:/Users/pech/Documents/R/win-library/3.6,2.7.2,NA,"R (>= 3.2), graphics, grDevices, stats, utils","bayestestR (>= 0.3.0), broom, dplyr (>= 0.8.1), forcats,
ggeffects (>= 0.12.0), glmmTMB, ggplot2 (>= 3.2.0), ggrepel,
knitr, insight (>= 0.5.0), lme4 (>= 1.1-12), magrittr, MASS,
modelr, nlme, parameters (>= 0.2.0), performance (>= 0.3.0),
psych, purrr, rlang, scales, sjlabelled (>= 1.1.0), sjmisc (>=
2.8.2), sjstats (>= 0.17.5), tidyr (>= 1.0.0)",NA,"brms, car, cluster, cowplot, GPArotation, gridExtra,
ggridges, httr, pscl, rstanarm, survey, TMB, Zelig, testthat",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
sjstats,C:/Users/pech/Documents/R/win-library/3.6,0.17.6,NA,R (>= 3.2),"bayestestR (>= 0.2.5), broom, dplyr (>= 0.8.1), emmeans,
insight (>= 0.4.1), lme4, magrittr, MASS, modelr, parameters
(>= 0.1.0), performance (>= 0.3.0), purrr, rlang, sjlabelled
(>= 1.1.0), sjmisc (>= 2.8.1), stats, tidyr, utils",NA,"brms, car, coin, ggplot2, graphics, httr, knitr, mediation,
nlme, pbkrtest (>= 0.4-7), pscl, pwr, sandwich, sjPlot, survey,
rstan, rstanarm, VGAM, Zelig, testthat",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
skimr,C:/Users/pech/Documents/R/win-library/3.6,1.0.7,NA,R (>= 3.1.2),"cli, dplyr (>= 0.7), magrittr, pander, purrr, rlang, stats,
stringr (>= 1.1), knitr (>= 1.2), tibble (>= 0.6), tidyr (>=
0.7), tidyselect (>= 0.2.4)",NA,"extrafont, rmarkdown, testthat (>= 2.0.0), withr, covr",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
slam,C:/Users/pech/Documents/R/win-library/3.6,0.1-45,NA,R (>= 3.4.0),stats,NA,NA,"Matrix, SparseM, spam",GPL-2,NA,NA,NA,NA,yes,3.6.0
smbinning,C:/Users/pech/Documents/R/win-library/3.6,0.9,NA,"R (>= 3.2.0),sqldf,partykit,Formula",gsubfn,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
sna,C:/Users/pech/Documents/R/win-library/3.6,2.4,NA,"R (>= 2.0.0), utils, statnet.common, network",NA,NA,"rgl, numDeriv, SparseM",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
snakecase,C:/Users/pech/Documents/R/win-library/3.6,0.11.0,NA,R (>= 3.2),"stringr, stringi",NA,"testthat, covr, tibble, purrrlyr, knitr, rmarkdown, magrittr",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
SnowballC,C:/Users/pech/Documents/R/win-library/3.6,0.6.0,NA,NA,NA,NA,NA,NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.0
sourcetools,C:/Users/pech/Documents/R/win-library/3.6,0.1.7,NA,R (>= 3.0.2),NA,NA,testthat,NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
sp,C:/Users/pech/Documents/R/win-library/3.6,1.3-1,NA,"R (>= 3.0.0), methods","utils, stats, graphics, grDevices, lattice, grid",NA,"RColorBrewer, rgdal (>= 0.8-7), rgeos (>= 0.3-13), gstat,
maptools, deldir",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
spacetime,C:/Users/pech/Documents/R/win-library/3.6,1.2-2,NA,R (>= 3.0.0),"graphics, utils, stats, methods, lattice, sp (>= 1.1-0), zoo
(>= 1.7-9), xts (>= 0.8-8), intervals",NA,"adehabitatLT, cshapes, diveMove, foreign, gstat (>= 1.0-16),
maps, mapdata, maptools, plm, raster, RColorBrewer, rgdal,
rgeos, RPostgreSQL, knitr, googleVis, ISOcodes",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
spacyr,C:/Users/pech/Documents/R/win-library/3.6,1.2,NA,"R (>= 3.0.0), methods","data.table, reticulate (>= 1.6)",NA,"dplyr, knitr, lintr, quanteda, R.rsp, rmarkdown, spelling,
testthat, tidytext, tibble",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
spam,C:/Users/pech/Documents/R/win-library/3.6,2.4-0,NA,"R (>= 3.1), dotCall64, grid, methods",NA,NA,"spam64, fields, SparseM, Matrix, testthat, R.rsp, truncdist,
knitr, rmarkdown",NA,LGPL-2 | BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.1
sparklyr,C:/Users/pech/Documents/R/win-library/3.6,1.0.4,NA,R (>= 3.2),"assertthat, base64enc, config (>= 0.2), DBI (>= 0.6-1), dplyr
(>= 0.7.2), dbplyr (>= 1.1.0), digest, forge, generics, httr
(>= 1.2.1), jsonlite (>= 1.4), methods, openssl (>= 0.8),
purrr, r2d3, rappdirs, rlang (>= 0.1.4), rprojroot, rstudioapi
(>= 0.10), tibble, tidyr, withr, xml2, ellipsis (>= 0.1.0)",NA,"broom, ggplot2, glmnet, janeaustenr, Lahman, mlbench, nnet,
nycflights13, R6, RCurl, reshape2, shiny (>= 1.0.1), testthat",NA,Apache License 2.0 | file LICENSE,NA,NA,NA,NA,no,3.6.1
SparseM,C:/Users/pech/Documents/R/win-library/3.6,1.77,NA,"R (>= 2.15), methods","graphics, stats, utils",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.0
sparsepp,C:/Users/pech/Documents/R/win-library/3.6,1.22,NA,NA,NA,NA,Rcpp,NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,no,3.6.1
spatial,C:/Users/pech/Documents/R/win-library/3.6,7.3-11,recommended,"R (>= 3.0.0), graphics, stats, utils",NA,NA,MASS,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.1
spData,C:/Users/pech/Documents/R/win-library/3.6,0.3.2,NA,R (>= 3.3.0),NA,NA,"foreign, maptools, raster, rgdal, sf, sp, spDataLarge (>=
0.3.0), spdep, spatialreg",NA,CC0,NA,NA,NA,NA,no,3.6.1
spelling,C:/Users/pech/Documents/R/win-library/3.6,2.1,NA,NA,"commonmark, xml2, hunspell (>= 3.0), knitr",NA,pdftools,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
spiderbar,C:/Users/pech/Documents/R/win-library/3.6,0.2.2,NA,R (>= 3.2.0),Rcpp,Rcpp,"testthat, covr, robotstxt",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
spls,C:/Users/pech/Documents/R/win-library/3.6,2.2-3,NA,R (>= 2.14),"MASS, nnet, parallel, pls",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
splus2R,C:/Users/pech/Documents/R/win-library/3.6,1.2-2,NA,R (>= 2.7.2),methods,NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.6.0
spotifyr,C:/Users/pech/Documents/R/win-library/3.6,2.1.1,NA,R (>= 3.3.0),"dplyr, purrr, tidyr, httr, lubridate, jsonlite, readr, rvest,
stringr, tibble, genius",NA,testthat,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
sqldf,C:/Users/pech/Documents/R/win-library/3.6,0.4-11,NA,"R (>= 3.1.0), gsubfn (>= 0.6), proto, RSQLite","DBI, chron",NA,"RH2, RMySQL, RPostgreSQL, svUnit, tcltk, MASS",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
SQUAREM,C:/Users/pech/Documents/R/win-library/3.6,2017.10-1,NA,R (>= 3.0),NA,NA,setRNG,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.0
stabs,C:/Users/pech/Documents/R/win-library/3.6,0.6-3,NA,"R (>= 2.14.0), methods, stats, parallel","graphics, grDevices, utils",NA,"glmnet, lars, mboost (> 2.3-0), gamboostLSS (>= 1.2-0), QUIC,
TH.data, hdi, testthat, knitr, rmarkdown, igraph, huge",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
StanHeaders,C:/Users/pech/Documents/R/win-library/3.6,2.19.0,NA,R (>= 3.4.0),NA,NA,"Rcpp, RcppEigen, BH, knitr (>= 1.15.1), rmarkdown, Matrix,
methods, rstan",NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.1
stargazer,C:/Users/pech/Documents/R/win-library/3.6,5.2.2,NA,NA,"stats, utils",NA,NA,"AER, betareg, brglm, censReg, dynlm, eha, erer, ergm, fGarch,
gee, glmx, gmm, lfe, lme4, lmtest, MASS, mclogit, mgcv, mlogit,
mnlogit, nlme, nnet, ordinal, plm, pscl, quantreg, rms,
relevent, robustbase, sampleSelection, spdep, survey, survival,
Zelig",GPL (>= 2),NA,NA,NA,NA,no,3.6.0
stars,C:/Users/pech/Documents/R/win-library/3.6,0.4-0,NA,"R (>= 3.3.0), abind, sf (>= 0.8-0)","methods, parallel, classInt (>= 0.4-1), lwgeom, rlang, units",NA,"PCICt, RNetCDF (>= 1.8-2), covr, digest, dplyr (>= 0.7-0),
future.apply, ggforce, ggplot2, ggthemes, gstat, httr,
jsonlite, knitr, maps, ncdfgeom, ncmeta (>= 0.0.3), pbapply,
plm, raster, rmarkdown, sp, spacetime, starsdata, testthat,
tidync, viridis, xts, zoo",NA,Apache License,NA,NA,NA,NA,no,3.6.1
statmod,C:/Users/pech/Documents/R/win-library/3.6,1.4.32,NA,R (>= 3.0.0),"stats, graphics",NA,"MASS, tweedie",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.1
statnet.common,C:/Users/pech/Documents/R/win-library/3.6,4.3.0,NA,R (>= 3.5),"utils, methods, coda, parallel, tools",NA,covr,NA,GPL-3 + file LICENSE,NA,NA,NA,NA,yes,3.6.1
stm,C:/Users/pech/Documents/R/win-library/3.6,1.3.3,NA,R (>= 3.2.2),"matrixStats, splines, slam, lda, quanteda, stringr, Matrix,
glmnet, Rcpp (>= 0.11.3), grDevices, graphics, stats, utils,
data.table, quadprog, parallel, methods","Rcpp, RcppArmadillo","igraph, SnowballC, tm (>= 0.6), huge, clue, wordcloud,
KernSmooth, NLP, LDAvis, geometry, Rtsne, testthat, rsvd",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
stmCorrViz,C:/Users/pech/Documents/R/win-library/3.6,1.3,NA,R(>= 2.10.0),"jsonlite, stm, tm, SnowballC, stats, methods, utils",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
stminsights,C:/Users/pech/Documents/R/win-library/3.6,0.3.0,NA,NA,"stm (>= 1.3.3), tidygraph (>= 1.1.0), ggraph (>= 1.0.0),
igraph (>= 1.2.0), ggrepel (>= 0.8.0), shiny (>= 1.1.0),
shinyBS (>= 0.6.0), shinydashboard (>= 0.7.0), shinyjs (>=
1.0.0), ggplot2 (>= 3.0.0), purrr (>= 0.2.0), stringr (>=
1.3.0), dplyr (>= 0.7.0), tibble (>= 1.4.0), readr (>= 1.1.0),
huge (>= 1.2.0), stats, scales",NA,"quanteda(>= 1.3.0), knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
stopwords,C:/Users/pech/Documents/R/win-library/3.6,1.0,NA,R (>= 2.10),ISOcodes,NA,"covr, lintr, quanteda, spelling, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
storr,C:/Users/pech/Documents/R/win-library/3.6,1.2.1,NA,R (>= 3.1.0),"R6 (>= 2.1.0), digest",NA,"DBI (>= 0.6), RSQLite (>= 1.1-2), RPostgres, knitr, mockr,
parallel, progress, rbenchmark, testthat (>= 1.0.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
strapgod,C:/Users/pech/Documents/R/win-library/3.6,0.0.4,NA,R (>= 3.2.0),"dplyr (>= 0.8.3), tidyr (>= 1.0.0), rlang, tibble, lifecycle",NA,"broom, testthat, covr, knitr, rmarkdown",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
stringdist,C:/Users/pech/Documents/R/win-library/3.6,0.9.5.5,NA,R (>= 2.15.3),parallel,NA,tinytest,NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
stringi,C:/Users/pech/Documents/R/win-library/3.6,1.4.3,NA,R (>= 2.14),"tools, utils, stats",NA,NA,NA,file LICENSE,yes,NA,NA,NA,yes,3.6.0
stringr,C:/Users/pech/Documents/R/win-library/3.6,1.4.0,NA,R (>= 3.1),"glue (>= 1.2.0), magrittr, stringi (>= 1.1.7)",NA,"covr, htmltools, htmlwidgets, knitr, rmarkdown, testthat",NA,GPL-2 | file LICENSE,NA,NA,NA,NA,no,3.6.1
strucchange,C:/Users/pech/Documents/R/win-library/3.6,1.5-2,NA,"R (>= 2.10.0), zoo, sandwich","graphics, stats, utils",NA,"stats4, car, dynlm, e1071, foreach, lmtest, mvtnorm, tseries",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.1
styler,C:/Users/pech/Documents/R/win-library/3.6,1.2.0,NA,NA,"backports (>= 1.1.0), cli (>= 1.1.0), magrittr (>= 1.0.1),
purrr (>= 0.2.3), rematch2 (>= 2.0.1), rlang (>= 0.1.1),
rprojroot (>= 1.1), tibble (>= 1.4.2), tools, withr (>= 1.0.0),
xfun (>= 0.1)",NA,"data.tree (>= 0.1.6), dplyr, here, knitr, prettycode,
rmarkdown, rstudioapi (>= 0.7), testthat (>= 2.1.0)",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
subselect,C:/Users/pech/Documents/R/win-library/3.6,0.14,NA,NA,"MASS, ISwR, corpcor",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
summarytools,C:/Users/pech/Documents/R/win-library/3.6,0.9.4,NA,R (>= 2.10),"checkmate, dplyr, grDevices, htmltools, lubridate, magick,
matrixStats, methods, pander, pryr, rapportools, RCurl, stats,
tcltk, tibble, tidyr, utils",NA,"forcats, knitr, magrittr, rmarkdown, rstudioapi",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
superpc,C:/Users/pech/Documents/R/win-library/3.6,1.09,NA,survival,NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,NA,3.6.1
survey,C:/Users/pech/Documents/R/win-library/3.6,3.36,NA,"R (>= 3.1.0), grid, methods, Matrix, survival","stats, graphics, splines, lattice, minqa, numDeriv, mitools
(>= 2.4)",NA,"foreign, MASS, KernSmooth, hexbin, RSQLite, RODBC, quantreg,
parallel, CompQuadForm, DBI",NA,GPL-2 | GPL-3,NA,NA,NA,NA,no,3.6.1
survival,C:/Users/pech/Documents/R/win-library/3.6,2.44-1.1,recommended,R (>= 2.13.0),"graphics, Matrix, methods, splines, stats, utils",NA,NA,NA,LGPL (>= 2),NA,NA,NA,NA,yes,3.6.1
svglite,C:/Users/pech/Documents/R/win-library/3.6,1.2.2,NA,R (>= 3.0.0),"Rcpp, gdtools (>= 0.1.6)","Rcpp, gdtools, BH","htmltools, testthat, xml2 (>= 1.0.0), covr, fontquiver (>=
0.2.0), knitr, rmarkdown",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
sys,C:/Users/pech/Documents/R/win-library/3.6,3.3,NA,NA,NA,NA,"unix (>= 1.4), spelling, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
sysfonts,C:/Users/pech/Documents/R/win-library/3.6,0.8,NA,NA,NA,NA,"curl, jsonlite",NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
systemfonts,C:/Users/pech/Documents/R/win-library/3.6,0.1.1,NA,NA,NA,NA,"testthat (>= 2.1.0), covr, knitr, rmarkdown, tools",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
tau,C:/Users/pech/Documents/R/win-library/3.6,0.0-21,NA,R (>= 2.10),NA,NA,tm,NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
TeachingDemos,C:/Users/pech/Documents/R/win-library/3.6,2.10,NA,NA,NA,NA,"tkrplot, lattice, MASS, rgl, tcltk, tcltk2, png, ggplot2,
logspline, maptools, R2wd, manipulate",NA,Artistic-2.0,NA,NA,NA,NA,no,3.6.1
tensorA,C:/Users/pech/Documents/R/win-library/3.6,0.36.1,NA,"R (>= 2.2.0),stats",NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.0
tensorflow,C:/Users/pech/Documents/R/win-library/3.6,2.0.0,NA,R (>= 3.1),"config, jsonlite (>= 1.2), processx, reticulate (>= 1.10),
tfruns (>= 1.0), utils, yaml, rstudioapi (>= 0.7)",NA,"testthat, keras, tfestimators",NA,Apache License 2.0,NA,NA,NA,NA,no,3.6.1
testit,C:/Users/pech/Documents/R/win-library/3.6,0.11,NA,NA,NA,NA,rstudioapi,NA,GPL-3,NA,NA,NA,NA,no,3.6.1
testthat,C:/Users/pech/Documents/R/win-library/3.6,2.2.1,NA,R (>= 3.1),"cli, crayon (>= 1.3.4), digest, evaluate, magrittr, methods,
praise, R6 (>= 2.2.0), rlang (>= 0.3.0), withr (>= 2.0.0)",NA,"covr, curl (>= 0.9.5), devtools, knitr, rmarkdown, usethis,
vctrs (>= 0.1.0), xml2",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
